RBD,ESTABLECIMIENTO,COMUNA,DC_TOT,MAT_TOTAL,RAZON_DOC_EST
11712,ESCUELA PARTICULAR GASPAR CABRALES,8206,48,1145,0.04192139737991266
11714,ESCUELA CHACUIVI,8207,15,68,0.22058823529411764
11715,COLEGIO PARTICULAR ALBERTO BLEST GANA,8108,29,379,0.07651715039577836
11716,COLEGIO MARÍA INMACULADA DE LOS ÁNGELES,8301,37,256,0.14453125
11718,ESCUELA PARTICULAR JUAN PABLO SEGUNDO,8301,46,751,0.06125166444740346
11719,ESCUELA PARTICULAR BIOBÍO DE LOS ÁNGELES,8301,23,340,0.06764705882352941
11739,ESCUELA PART.TRAPA TRAPA BUTALELBUM,8314,10,98,0.10204081632653061
11741,COLEGIO SAN ANDRÉS,8101,23,203,0.11330049261083744
11743,COLEGIO BASICO LOS LOBOS,8110,35,337,0.10385756676557864
11744,ESCUELA CHILLAN VIEJO,16103,13,98,0.1326530612244898
11746,ESCUELA PARTICULAR LOS CONFINES,8205,28,260,0.1076923076923077
11759,ESCUELA ESPECIAL AMERICA DEL SUR,13102,4,16,0.25
11761,ESCUELA PARTICULAR SAN FELIPE NERI,13127,13,210,0.06190476190476191
11766,COLEGIO INSTITUTO ARTÍSTICO DE ESTUDIOS SECUNDARIOS DE LA UNIVERSIDAD DE CHILE,13101,16,98,0.16326530612244897
11768,ESCUELA ESPECIAL PART RAYITO DE LUZ,13104,1,6,0.16666666666666666
11776,COLEGIO THE MAYFLOWER SCHOOL,13115,157,1435,0.10940766550522649
11783,ESCUELA BASICA N°1238 GIORDANO BRUNO,13122,30,215,0.13953488372093023
11788,ESCUELA ESPECIAL PARTICULAR LO HERMIDA,13122,10,111,0.09009009009009009
11789,ESCUELA BASICA PART.BROTHERS SCHOOL,13110,35,591,0.05922165820642978
11791,ESC ESPECIAL NUESTRA SENORA DE LOURDES,13110,3,26,0.11538461538461539
11792,LICEO PARTIC.ALBERTO MAGNO LA FLORIDA,13110,64,1004,0.06374501992031872
11793,ESC BASICA PARTICULAR SAN VALENTIN,13110,18,245,0.07346938775510205
11794,ESCUELA ESPECIAL PARTICULAR VARESCA,13110,10,96,0.10416666666666667
11795,COLEGIO SAN CARLOS DE LA FLORIDA,13110,18,341,0.05278592375366569
11797,ESC PARTICULAR MANUEL VICUNA LARRAIN,13110,12,177,0.06779661016949153
11800,ESCUELA ESPECIAL PARTICULAR LAS ROSAS,13112,11,95,0.11578947368421053
11804,ESCUELA ESPECIAL NUEVA ALBORADA,13112,6,48,0.125
11805,COLEGIO POLIVALENTE INGLES,13112,33,487,0.06776180698151951
11806,ESCUELA BASICA PARTICULAR ARMI,13131,13,108,0.12037037037037036
11809,ESC.PAR.MAURICE AND NATALY SCHOOL,13131,15,233,0.06437768240343347
11811,LICEO SANTA MARIA EUFRASIA,13129,26,308,0.08441558441558442
11812,COLEGIO TOMAS MORO,13130,62,1701,0.036449147560258674
11813,ESCUELA PARTICULAR ALVAREZ DE TOLEDO,13130,18,315,0.05714285714285714
11814,COLEGIO PESTALOZZI,13129,13,144,0.09027777777777778
11818,COMPLEJO EDUC.PARTICULAR DE LAS ACACIAS,13105,37,684,0.054093567251461985
11828,ESCUELA ESPECIAL PARTICULAR SOR TERESA,13102,12,119,0.10084033613445378
11830,ESCUELA BASICA  1287 SAN MARCOS APOSTOL,13119,33,671,0.04918032786885246
11831,LICEO INDUSTRIAL BENJAMIN FRANKLIN,13126,67,846,0.07919621749408984
11835,ESCUELA PARTICULAR ROYAL SCHOOL,13117,15,400,0.0375
11836,ESCUELA ESPECIAL PARTICULAR NUEVA SENDA,13128,8,52,0.15384615384615385
11837,ESCUELA SAINT MARY SCHOOL,13301,26,429,0.06060606060606061
11838,ESCUELA PART. STA. CLARISA DE COLINA,13301,16,296,0.05405405405405406
11843,MASTER COLLEGE,13401,29,454,0.06387665198237885
11845,ESCUELA PARTICULAR BELGICA,13401,31,548,0.05656934306569343
11851,COLEGIO JOSE MANUEL BALMACEDA,13605,43,967,0.04446742502585315
11853,ESCUELA BAS. PARTICULAR MILLARAY,13605,11,113,0.09734513274336283
11854,ESCUELA BASICA PARTICULAR BRASILIA,13604,22,323,0.06811145510835913
11862,ESCUELA DE PARVULOS TRIBILIN,13106,2,57,0.03508771929824561
11867,COLEGIO UNIVERSAL SAN FRANCISCO,13601,23,441,0.05215419501133787
11870,ESC.BAS. PART. COLEGIO HAYDN DE SAN JOAQUIN,13129,46,619,0.07431340872374798
11871,COLEGIO PEDRO DE VALDIVIA,13123,73,1011,0.0722057368941642
11878,ESCUELA ESPECIAL ARNOLD GESELL,13201,7,114,0.06140350877192982
11883,LICEO MUNICIPAL POLIVALENTE MARIA PINTO,13504,47,499,0.09418837675350701
11886,ESCUELA BASICA EL CARMELO,13503,28,310,0.09032258064516129
11906,ESCUELA BAS. LOS CARRERA,13130,25,626,0.039936102236421724
11909,ESCUELA PARTICULAR N°333 EL ANGEL,13129,18,309,0.05825242718446602
11914,ESCUELA BASICA Nº128 SAN RAMON,13109,19,325,0.05846153846153846
11918,FROILAN YAÑEZ DE LA BARRA,13109,19,299,0.06354515050167224
11921,COLEGIO INFOCAP,13129,14,338,0.04142011834319527
11924,ESCUELA ESPECIAL LORENZO EITING,13126,4,25,0.16
11926,ESCUELA BASICA PARTICULAR ROQUER,13128,14,376,0.03723404255319149
11928,ESCUELA ANTILLANCA,13201,17,118,0.1440677966101695
11931,CENTRO EDUC.PART.ORDEN DE SAN JORGE,13401,29,791,0.03666245259165613
11932,ESCUELA ESPECIAL JULIO BERNALDO QUIROS,13404,7,36,0.19444444444444445
11936,COLEGIO JACQUES COUSTEAU,13119,43,805,0.05341614906832298
11942,COLEGIO ABERSAN,13301,29,622,0.04662379421221865
11949,COLEGIO CRISOL,13110,20,307,0.06514657980456026
11950,COLEGIO MONTEVERDE,13122,43,1086,0.03959484346224678
11952,ESCUELA BELEN O¦HIGGINS,13110,25,336,0.0744047619047619
11962,COLEGIO  PEDRO DE VALDIVIA-AGUSTINAS,13101,87,1397,0.06227630637079456
11965,CENTRO EDUCACIONAL SAN LORENZO,13127,75,1042,0.07197696737044146
11968,COLEGIO CUMBRES,13114,169,1356,0.12463126843657817
11971,COLEGIO SANTO DOMINGO_PADRES DOMINICOS,13113,71,579,0.1226252158894646
11977,SAINT CHRISTIAN COLLEGE,13111,55,1299,0.042340261739799843
11979,COLEGIO MIGUEL ANGEL,13112,24,280,0.08571428571428572
11980,ESCUELA ESPECIAL PARTICULAR CECLA,13109,11,103,0.10679611650485436
11993,ESCUELA BASICA JUAN PABLO DUARTE,13123,71,1052,0.06749049429657794
11994,LICEO POLIVALENTE BAHIA DARWIN,13111,28,556,0.050359712230215826
11997,ESCUELA JOSE IBAÑEZ,13109,27,600,0.045
11998,ESCUELA BASICA PARTICULAR HUEÑECITO,13112,12,99,0.12121212121212122
12001,COLEGIO PARTICULAR EVANGÉLICO BETANIA,16101,43,626,0.06869009584664537
12002,ESCUELA PARTICULAR TOQUI CAUPOLICAN,8203,24,334,0.0718562874251497
12004,LICEO POLITECNICO CURANILAHUE,8205,25,226,0.11061946902654868
12005,COLEGIO DON ORIONE,8301,49,919,0.05331882480957562
12006,LICEO AGRICOLA SAN CARLOS,16301,20,67,0.29850746268656714
12008,ESCUELA PARTICULAR AMERICO VESPUCIO,8102,45,880,0.05113636363636364
12014,ESCUELA DE PARVULOS Y ESC.ESP.LENG.DIVINO MAESTRO,16101,7,120,0.058333333333333334
12015,COLEGIO CONCEPCION,8301,45,638,0.07053291536050156
12018,ESCUELA EL RODEO,16106,7,12,0.5833333333333334
12020,ESCUELA BASICA ENRIQUE ZANARTU PRIETO,8303,49,478,0.10251046025104603
12022,ESCUELA BASICA CHACAYAL SUR,8301,22,215,0.10232558139534884
12023,COLEGIO BASICO SAN VICENTE,8110,21,137,0.15328467153284672
12024,THE WESSEX SCHOOL,8101,58,663,0.08748114630467571
12025,COLEGIO ITAHUE DE CHIGUAYANTE,8103,42,332,0.12650602409638553
12027,COLEGIO EL ARBOL DE LA VIDA,16301,59,688,0.08575581395348837
12031,COLEGIO SAN DIEGO DE ALCALÁ,8312,36,620,0.05806451612903226
12032,COLEGIO CHOLGUAN,16109,40,490,0.08163265306122448
12033,LICEO INDUSTRIAL METODISTA DE CORONEL,8102,64,877,0.07297605473204105
12035,JARDIN INFANTIL BARQUITO DE PAPEL,8110,1,10,0.1
12036,COLEGIO PINARES,8103,23,271,0.08487084870848709
12037,LICEO POLIVALENTE HERMANAS MAESTRAS DE LA SANTA CRUZ,8304,61,730,0.08356164383561644
12042,CENTRO EDUCACIÓN ADULTOS MANANTIAL DE AGUA VIVA,8304,7,50,0.14
12046,COLEGIO LORENZO MONDANELLI,16302,30,484,0.06198347107438017
12050,COLEGIO POLIVALENTE DARIO SALAS,16101,28,290,0.09655172413793103
12051,ESCUELA ESPECIAL DE LA SOLIDARIDAD,8305,10,62,0.16129032258064516
12052,CENTRO DE CAPACITACION LABORAL APANDI,8106,7,64,0.109375
12058,ESCUELA BASICA LOS LIBERTADORES,8105,45,497,0.09054325955734406
12059,COLEGIO AGRÍCOLA LOS MAYOS,8311,21,181,0.11602209944751381
12062,LICEO MAURICIO HOCHSCHILD,8108,70,1013,0.06910167818361303
12063,THE THOMAS JEFFERSON SCHOOL,8110,60,975,0.06153846153846154
12064,ESCUELA BASICA EL PIURE,8202,2,2,1.0
12065,ESCUELA BASICA MELA,16207,2,7,0.2857142857142857
12076,ESCUELA PARTICULAR SAN GUILLERMO,13201,49,722,0.06786703601108034
12077,COLEGIO SAN MIGUEL DE LOS ANDES,13201,46,976,0.0471311475409836
12079,HERNAN MERINO CORREA,13401,39,548,0.07116788321167883
12083,COLEGIO LO ERRAZURIZ,13119,23,729,0.03155006858710562
12085,COLEGIO CRISTIANO EMMANUEL,13110,29,476,0.06092436974789916
12086,COLEGIO COYANCURA,13114,29,323,0.08978328173374613
12087,COLEGIO BRITISH ROYAL SCHOOL,13113,104,1330,0.07819548872180451
12090,COLEGIO TERRANOVA,13113,27,217,0.12442396313364056
12092,ESCUELA ESPECIAL ANADIME,13120,26,206,0.1262135922330097
12094,COLEGIO SAN ESTEBAN DIÁCONO,13132,76,698,0.10888252148997135
12095,ESC BAS PART COLEGIO CHILLAN,13110,21,375,0.056
12097,ESCUELA ESPECIAL N°1327 ANAKENA,13110,20,151,0.13245033112582782
12102,ESC. DE PARVULOS ALBERTO WIDMER N_ 2,13119,5,75,0.06666666666666667
12103,ESCUELA ESPECIAL DE EDUCACION,13116,16,85,0.18823529411764706
12105,ESCUELA ESPECIAL PARTICULAR CEDEL,13112,22,298,0.0738255033557047
12108,ESCUELA PARTIC.DE PARVULOS MI PRINCESITA,13129,8,123,0.06504065040650407
12111,COLEGIO POLIV. PDTE. JOSE MANUEL BALMACEDA,13401,48,699,0.06866952789699571
12113,ESCUELA BASICA LO VELASQUEZ,13128,39,385,0.1012987012987013
12115,CENTRO EDUCACIONAL FEDERICO GARCIA LORCA,13128,41,773,0.05304010349288486
12117,COMPLEJO EDUCACIONAL J. MIGUEL CARRERA,13125,60,695,0.08633093525179857
12118,ESCUELA CENTRO BIBLICO LA FORESTA,13501,16,284,0.056338028169014086
12119,ESCUELA DIFERENCIAL INTEGRACION,13501,10,59,0.1694915254237288
12121,ESCUELA MARIA DE LA PAZ,13201,14,118,0.11864406779661017
12122,ESCUELA EDUCADORA GABRIELA MISTRAL,13124,36,713,0.05049088359046283
12126,ESCUELA BÁSICA Y ESPECIAL N°352 LAUTRARU,13112,33,438,0.07534246575342465
12130,ESCUELA MARIA TERESA SCHOOL NUM 2,13101,17,263,0.06463878326996197
12133,COLEGIO FRANCISCO ENCINA,13120,21,362,0.058011049723756904
12136,ESCUELA ESPECIAL PART SANTIAGO SUR,13121,9,43,0.20930232558139536
12143,ESCUELA ESPECIAL PARTICULAR GALVARINO,13131,8,48,0.16666666666666666
12146,CENTRO DE EDUCACIÓN INTEGRADA DE ADULTOS VALPARAÍSO,5101,40,332,0.12048192771084337
12151,COLEGIO HISPANO AMERICANO,5109,53,1266,0.04186413902053712
12157,ESCUELA ESPECIAL DE DESARROLLO,5801,16,92,0.17391304347826086
12171,ESCUELA BASICA HUMBERTO VILCHEZ ALZAMORA,5109,29,336,0.08630952380952381
12175,ESCUELA PARTICULAR MARIANO LATORRE,5101,16,180,0.08888888888888889
12177,COLEGIO ANDRES BELLO,5402,22,347,0.06340057636887608
12182,ESCUELA PARTICULAR N.303 LUIS CRUZ MARTINEZ,10301,18,184,0.09782608695652174
12183,COLEGIO SAINT THOMAS COLLEGE,10301,31,468,0.06623931623931624
12185,COLEGIO BICENTENARIO HELVECIA,14101,50,591,0.08460236886632826
12188,ESCUELA CERRO ALEGRE,14204,9,113,0.07964601769911504
12191,ESCUELA PARTICULAR N.308 EL MIRADOR,10106,3,17,0.17647058823529413
12192,INSTITUTO DEL MAR BICENTENARIO CAPITAN WILLIAMS,10203,54,890,0.060674157303370786
12193,ESCUELA PARTICULAR N.310 RELDEHUE,10401,1,15,0.06666666666666667
12217,CENTRO POLITECNICO PARTICULAR DE NUNOA,13120,59,985,0.05989847715736041
12221,ESCUELA ESPECIAL PARTICULAR REINA MARIA,13104,3,35,0.08571428571428572
12225,COLEGIO BICENTENARIO SAN ESTEBAN MARTIR,13115,73,1061,0.06880301602262016
12226,ESCUELA BASICA N°1355 IRARRAZAVAL,13120,10,2,5.0
12237,ESC.PART.COLEGIO LOS HALCONES,13201,17,229,0.07423580786026202
12241,COLEGIO CORAZON DE JESUS,13126,24,512,0.046875
12242,COLEGIO PUDAHUEL,13124,30,774,0.03875968992248062
12243,ESCUELA Nº 1365 R.P. GUSTAVO LE PAIGE,13128,33,342,0.09649122807017543
12244,COLEGIO EL SEMBRADOR,13201,101,2101,0.04807234650166587
12249,ESCUELA ESPECIAL PONTIFICE JUAN PABLO II,13122,19,149,0.12751677852348994
12251,COLEGIO BATALLA DE LA CONCEPCION,13105,31,362,0.0856353591160221
12255,COLEGIO ALCAZAR,13119,73,1155,0.0632034632034632
12258,COLEGIO EMMANUEL MOUNIER,13605,11,25,0.44
12260,COLEGIO SAN FRANCISCO DE ASIS DE BELEN,13101,28,474,0.05907172995780591
12265,COLEGIO THE SOUTHERN CROSS SCHOOL,13114,52,724,0.0718232044198895
12266,COLEGIO CIUDADELA MONTESSORI DE LAS CONDES,13114,19,117,0.1623931623931624
12273,ESC.MUNIC.DE PARVULOS HERNAN DEL SOL,13128,5,64,0.078125
12294,INSTITUTO CIEC,5109,10,48,0.20833333333333334
12295,COLEGIO SAN IGNACIO DE LA SSALLE,5501,31,599,0.05175292153589316
12299,ESCUELA BASICA ANEXO PICHILEMU,5401,3,4,0.75
12301,COLEGIO ESPAÑOL DE VIÑA DEL MAR,5109,34,272,0.125
12302,COLEGIO SAINT JULIAN COLLEGE,5109,21,266,0.07894736842105263
12305,COLEGIO ALEXANDER FLEMING,5804,38,577,0.0658578856152513
12309,COLEGIO PIRAMIDE,5701,38,571,0.06654991243432574
12310,ESCUELA ESPECIAL DE LENGUAJE SAN ROQUE,5101,8,79,0.10126582278481013
12311,CTRO ESTUDIOS CAPACITACION PARA SORDOS,5101,15,28,0.5357142857142857
12312,COLEGIO REBECA FERNANDEZ,5109,44,455,0.0967032967032967
12314,ESCUELA ATENAS,5803,22,253,0.08695652173913043
12323,CENTRO EDUCACIONAL CRISOL,5109,18,233,0.07725321888412018
12328,ALIANZA ALEMANA EL BELLOTO,5801,24,245,0.09795918367346938
12330,COLEGIO CRISTIANO EBEN-EZER ANEXO,5109,16,242,0.06611570247933884
12332,LICEO POLITECNICO DE CON CON,5103,46,338,0.13609467455621302
12336,LICEO BICENTENARIO TECNICO PROFESIONAL DE MINERIA,5402,27,499,0.05410821643286573
12366,ESCUELA ESPECIAL ARCO IRIS,9102,14,65,0.2153846153846154
12368,LICEO BICENTENARIO DE EXCELENCIA POLITÉCNICO SANTA CRUZ,9103,59,681,0.08663729809104258
12501,ESCUELA JORGE ALESSANDRI RODRIGUEZ,15101,29,315,0.09206349206349207
12502,COLEGIO  ANDINO,15101,46,485,0.09484536082474226
12504,COLEGIO LITTLE COLLEGE,1101,26,429,0.06060606060606061
12505,COLEGIO PADRE LUIS GALLARDO,15101,31,320,0.096875
12509,LICEO PDTE. ANIBAL PINTO GARMENDIA.,1101,38,839,0.04529201430274136
12510,JARDIN INFANTIL PAPELUCHO,1101,4,59,0.06779661016949153
12511,JARDIN INFANTIL NOCTILUCAS,1101,3,18,0.16666666666666666
12512,JARDIN INFANTIL SAN NICOLAS,15101,2,26,0.07692307692307693
12515,COLEGIO NUSTA KORI,1101,20,400,0.05
12518,COLEGIO DIOCESANO OBISPO LABBE,1101,50,1152,0.043402777777777776
12519,JARDIN INFANTIL CAPERUZO,1101,2,27,0.07407407407407407
12523,JARDIN INFANTIL EMMANUELITO,1101,2,56,0.03571428571428571
12534,LICEO COLEGIO METODISTA ROBERT JOHNSON,1107,85,1771,0.04799548277809147
12536,ESCUELA CRISOLVI,15101,5,23,0.21739130434782608
12537,JARDIN INFANTIL CASCANUECES,15101,4,65,0.06153846153846154
12538,ESCUELA CHIPANA,1101,37,516,0.07170542635658915
12539,COLEGIO SAN JUAN DE LA BLACHERE,15101,26,245,0.10612244897959183
12542,ESCUELA CALETA SAN MARCOS,1101,11,74,0.14864864864864866
12545,JARDIN INFANTIL EL LLAMITO,1101,3,34,0.08823529411764706
12547,COLEGIO SAUCACHE,15101,73,1830,0.03989071038251366
12549,C.T. C.Y LENGUAJE HISPANO AMERICANO,15101,9,100,0.09
12550,OASIS EN EL DESIERTO,1401,10,76,0.13157894736842105
12551,LIC.PADRE ALBERTO HURTADO CRUCHAGA,1405,32,475,0.06736842105263158
12552,ESCUELA HUAVIÑA,1404,2,3,0.6666666666666666
12553,J. I. ANATIRI,1101,1,9,0.1111111111111111
12554,ESCUELA DE SOGA,1404,1,3,0.3333333333333333
12555,JARDIN INFANTIL AYMARA AYRAMPITO,15101,2,17,0.11764705882352941
12557,C.TRAST. DE LA COMUNIC. AMANECER,15101,4,31,0.12903225806451613
12562,ESCUELA LAONZANA,1404,2,6,0.3333333333333333
12566,COLEGIO METODISTA WILLIAM TAYLOR,1107,99,1741,0.05686387133831131
12567,COLEGIO SAN ANTONIO DE MATILLA,1107,74,2114,0.03500473036896878
12569,JARDIN INFANTIL BETHEL DE ARICA,15101,6,89,0.06741573033707865
12570,COLEGIO ALTA CORDILLERA,15101,74,1836,0.04030501089324619
12573,COLEGIO MARIA REINA,1101,26,625,0.0416
12579,ESCUELA LATINOAMERICANA,1101,12,126,0.09523809523809523
12584,JARDIN INFANTIL ECOSEMILLITA,1101,1,5,0.2
12585,J.  I.  MI RINCON,1101,17,29,0.5862068965517241
12587,COLEGIO ARICA COLLEGE,15101,45,1011,0.04451038575667656
12588,COLEGIO REINA DEL DESIERTO,1107,21,514,0.04085603112840467
12590,COLEGIO HISPANO ITALIANA,1101,31,677,0.04579025110782865
12591,LICEO SAMCA ARUMANTI,1101,38,965,0.039378238341968914
12593,J.I.SAINT MARGARET ROSE GARDEN,1101,9,177,0.05084745762711865
12594,COLEGIO ANTAMARA,1101,34,832,0.040865384615384616
12599,JARDIN INFANTIL ANAKENA,1101,2,9,0.2222222222222222
12600,JARDIN INFANTIL PINTITAS,1101,2,10,0.2
12602,ESC. BASICA Y PARV. KRONOS SCHOOL,1107,56,1130,0.049557522123893805
12603,LICEO LOS CONDORES,1107,44,1125,0.03911111111111111
12604,ESCUELA BASICA CORONA SCHOOL,1101,43,727,0.059147180192572216
12605,ACADEMIA HOSPICIO,1107,51,1434,0.03556485355648536
12606,JARDIN INFANTIL LOS TATITAS,1101,4,22,0.18181818181818182
12607,JARDIN INFANTIL MIS PRIMEROS PASOS,1101,6,68,0.08823529411764706
12609,ESCUELA DE LENGUAJE INTI-PAXI,15101,3,34,0.08823529411764706
12610,LICEO INSTITUTO COMERCIAL DE ARICA,15101,47,473,0.09936575052854123
12613,JARDIN INFANTIL TALPIOT,1101,5,40,0.125
12617,ESCUELA ESTRELLA DEL SUR,1401,56,991,0.056508577194752774
12619,JARDIN INFANTIL HAPPY DAY,1101,3,3,1.0
12621,JARDIN INFANTIL D`STEPHANO,1101,3,49,0.061224489795918366
12622,JARDIN INFANTIL PEQUENO ARRAU,15101,3,23,0.13043478260869565
12623,ESCUELA SAN ANDRES DE PICA,1405,36,503,0.07157057654075547
12630,COLEGIO LEONARDO DA VINCI,15101,69,1119,0.06166219839142091
12631,COLEGIO INGLES,1101,79,1560,0.05064102564102564
12632,COLEGIO SIMON BOLIVAR,1107,92,1337,0.068810770381451
12634,COLEGIO SAN LORENZO DE TARAPACA,1107,16,312,0.05128205128205128
12635,ACADEMIA IQUIQUE,1101,14,198,0.0707070707070707
12636,COLEGIO NIMARA,1101,24,173,0.13872832369942195
12646,COSTA COLLEGE,1101,20,290,0.06896551724137931
12648,JARDIN INFANTIL HAPPY GARDEN,1101,5,16,0.3125
12649,LICEO SUPERIOR DIEGO PORTALES,1107,56,1321,0.04239212717638153
12650,COLEGIO SAGRADO CORAZON DE JESUS,1107,53,1494,0.03547523427041499
12652,COLEGIO SANTO DOMINGO SAVIO,1107,78,1752,0.04452054794520548
12655,COLEGIO SAN PEDRO,1107,39,880,0.04431818181818182
12657,EAGLES COLLEGE,1101,48,542,0.08856088560885608
12658,LICEO AGR. TEC. PROF. PADRE FRANCISCO NAPOLI,15101,18,120,0.15
12659,COLEGIO DEL ALBA,15101,23,305,0.07540983606557378
12660,ESC. ESP. DE LENGUAJE MONSERRAT,1101,7,140,0.05
12661,J. I. PUKARA,1101,2,1,2.0
12664,ESCUELA SAN SANTIAGO DE MACAYA,1401,1,5,0.2
12667,COLEGIO HUMBERSTONE,1101,51,1590,0.03207547169811321
12668,ESCUELA SOTOCA,1404,2,3,0.6666666666666666
12669,COLEGIO HISPANO BRITANICO IQUIQUE,1101,63,1259,0.05003971405877681
12670,ESC.ESP.DE TRANS. DE LA COM. ARUSINA,1101,6,78,0.07692307692307693
12672,COLEGIO SALESIANO DE IQUIQUE,1101,60,993,0.06042296072507553
12675,ESC. ESP. DE LENGUAJE MILLARAY,1107,5,82,0.06097560975609756
12678,JARDIN INFANTIL CARITAS CONTENTAS,1101,3,49,0.061224489795918366
12680,ESC.TRANS.DE LA COMUN. IKI ARU,1107,6,97,0.061855670103092786
12681,ESC.TRAST.DE LA COM.FLOR DE LIRIO,1101,10,183,0.0546448087431694
12682,COLEGIO BULNES,1101,47,1180,0.03983050847457627
12685,ESC.ESP. DE TRASTORNO DE LA COMUN ISLUGA,1107,13,330,0.03939393939393939
12686,LICEO ACADEMIA NACIONAL,1107,58,1438,0.04033379694019471
12688,COLEGIO GOLDEN NORTH,1101,16,248,0.06451612903225806
12691,COLEGIO JESUS DE NAZARETH,1107,7,106,0.0660377358490566
12693,COLEGIO MACAYA,1107,44,1220,0.036065573770491806
12694,COLEGIO MOSAICOS,15101,23,355,0.0647887323943662
12695,ESCUELA ESP DE LENGUAJE PARINA,15101,7,106,0.0660377358490566
12696,LICEO TECNICO PROF. DE ADULTOS PUKARA,15101,21,382,0.0549738219895288
12697,ESC. ESPECIAL DE TRASTORNOS AUDIMED IQUIQUE,1101,8,141,0.05673758865248227
12698,ESC ESP DE LENGUAJE STA CAROLINA DE MATILLA,1101,5,72,0.06944444444444445
12699,ESC. ESP. DE LENGUAJE KHANA ARU,1401,5,88,0.056818181818181816
12700,ESC. ESP. TRANST. COM. SANTA LAURA,1101,7,87,0.08045977011494253
12702,J. I. LITTLE SUN,1101,2,6,0.3333333333333333
12704,JARDIN INFANTIL AMANECER,1107,3,45,0.06666666666666667
12705,JARDIN INFANTIL DON OSITO,15101,4,15,0.26666666666666666
12708,ESCUELA ESPECIAL JACARANDA,1405,9,26,0.34615384615384615
12709,ACADEMIA NERUDIANA,1101,17,172,0.09883720930232558
12710,COLEGIO HUANTAJAYA,1101,17,438,0.03881278538812785
12711,LICEO ACADEMIA SINAI,1107,13,321,0.040498442367601244
12712,COLEGIO CHILE NORTE,15101,62,1042,0.05950095969289827
12713,CARDENAL RAUL SILVA HENRIQUEZ,15101,68,944,0.07203389830508475
12715,COLEGIO MARAN-ATHA,1107,34,569,0.05975395430579965
12716,COLEGIO BICENTENARIO MIRAMAR DE EXCELENCIA,15101,90,1728,0.052083333333333336
12717,JARDIN INFANTIL AMTIRI,1101,5,65,0.07692307692307693
12719,LICEO PABLO NERUDA,1107,44,763,0.057667103538663174
12720,COLEGIO ADOLFO BEYZAGA OVANDO,15101,47,610,0.07704918032786885
12721,JARDIN INFANTIL CASTILLLO DEL SABER,15101,3,42,0.07142857142857142
12722,JARDIN INFANTIL GIRASOLES,1101,5,12,0.4166666666666667
12725,ESCUELA ESPECIAL PADRE PIO,1101,7,123,0.056910569105691054
12726,COLEGIO MONTE CARMELO,1107,32,624,0.05128205128205128
12727,ESCUELA ESPECIAL DE LENG. PIECECITOS DE NIÑO,15101,7,91,0.07692307692307693
12728,COLEGIO ALTURAS,1107,16,271,0.05904059040590406
12730,LICEO TEC. PROF. DE ADULTOS CORESOL,1107,14,423,0.03309692671394799
12731,ESCUELA ESPECIAL DE LENGUAJE LOS ANDES,1101,7,116,0.0603448275862069
12732,ESC ESP DE LENGUAJE COLINA CAMPESTRE,1107,6,81,0.07407407407407407
12733,JARDIN INFANTIL LA GRANJITA,15101,2,53,0.03773584905660377
12734,ESC ESP DE LENGUAJE ESPISANT,1107,11,240,0.04583333333333333
12736,ACADEMIA POZO ALMONTE,1401,15,269,0.055762081784386616
12738,ESC.ESP. DE LENGUAJE SANTA LUCIA,1107,10,218,0.045871559633027525
12739,ESC ESP DE LENGUAJE OASIS DEL SABER,1107,16,191,0.08376963350785341
12741,COLEGIO LATIONOAMERICANO LAS PARINAS,1101,17,197,0.08629441624365482
12742,ESCUELA ESPECIAL DE LENGUAJE INTI - JALLU,15101,6,79,0.0759493670886076
12746,ESCUELA ESPECIAL DE LENGUAJE VILENKA,1107,5,89,0.056179775280898875
12747,COLEGIO RUPANIC SCHOOL,1107,45,1200,0.0375
12748,ESCUELA ESP. DE LENG MANANTIAL DEL SABER,15101,5,35,0.14285714285714285
12749,COLEGIO MARISTA HERMANO FERNANDO,1107,66,1059,0.06232294617563739
12750,LICEO DE ADULTOS JUNIOR COLLEGE,15101,15,248,0.06048387096774194
12751,ESCUELA DE LENGUAJE KERIMA LTDA.,1101,9,142,0.06338028169014084
12753,ESC ESP DE LENGUAJE MI RAYITO DE SOLAZ,1107,13,282,0.04609929078014184
12756,JARDIN INFANTIL DAELY,1101,4,3,1.3333333333333333
12757,JARDIN INFANTIL SAMCA ARUMANTI DE IQUIQUE,1101,15,257,0.058365758754863814
12758,LICEO C.E.I.A. JOSE ALEJANDRO SORIA VARAS,1101,34,718,0.04735376044568245
12759,LICEO CAMIÑA,1402,11,58,0.1896551724137931
12761,ESCUELA BASICA FRANCISCO FORGIONE,1101,20,405,0.04938271604938271
12762,IQRA ARABIAN BRITISH SCHOOL,1101,30,480,0.0625
12764,ESCUELA ESPECIAL DE LENGUAJE QUILLECO,8309,7,96,0.07291666666666667
12765,ESCUELA ESPECIAL DIVERSIA,4203,6,46,0.13043478260869565
12766,COLEGIO DE ADULTOS MANQUEHUE DE TIL TIL,13303,12,65,0.18461538461538463
12767,COLEGIO INGLÉS THE SOWER SCHOOL,8313,23,416,0.055288461538461536
12770,ESCUELA ESPECIAL GEORGES POMPIDOU,5804,5,61,0.08196721311475409
12772,COLEGIO EXPERIMENTAL ARTISTICO ALBORES,10202,16,191,0.08376963350785341
12773,ESCUELA ESPECIAL DE LENGUAJE DIALECTA ALERCE,10101,7,140,0.05
